,Unnamed: 0,주차장id,주차장이름,주소,경도,위도,H/B,행정동,행정동_경도,행정동_위도
510,1561,1706629496,냉천길 공영주차장 전기차충전소,서울 강북구 미아동 756-1,127.019538054392,37.624006843581796,H,송천동,127.02386795319367,37.61830820181232
511,1562,1634291467,도봉세무서 주차장,서울 강북구 미아동 327-5,127.028313088402,37.619564998116005,H,송천동,127.02386795319367,37.61830820181232
512,1571,25612842,큰마을길 노상공영주차장,서울 강북구 미아동 309-63,127.02488913513287,37.62360219397665,H,미아동,127.02706077667905,37.62708312940752
513,1578,19122441,우이동공영주차장,서울 강북구 우이동 105-2,127.01159107191098,37.6566992187203,H,우이동,127.00189499221491,37.663269731120074
514,1579,27210360,교통광장공영주차장,서울 강북구 우이동 265,127.01273001202499,37.6633663653859,H,우이동,127.00189499221491,37.663269731120074
515,1580,20576207,백련지킴터입구공영주차장,서울 강북구 수유동 535-387,127.00485414040001,37.644676970261,H,우이동,127.00189499221491,37.663269731120074
516,1581,17281277,우이동교통광장,서울 강북구 우이동 산 99-2,127.012870576661,37.663521318883,H,우이동,127.00189499221491,37.663269731120074
517,1585,734126719,아카데미노상공영주차장,서울 강북구 수유동 산 73-7,127.00408247205485,37.64400486539393,H,인수동,127.01062789266521,37.641490711184005
518,1586,26377469,아카데미노상공영주차장,서울 강북구 수유동 535-292,127.00529818551423,37.64292273506928,H,인수동,127.01062789266521,37.641490711184005
519,1587,1967396919,가오리공영주차장 전기차충전소,서울 강북구 수유동 349-3,127.01500597084716,37.641594749762454,H,인수동,127.01062789266521,37.641490711184005
520,1589,7985058,쌍문1동 제1공영주차장,서울 도봉구 쌍문동 460-103,127.02238327379601,37.6532054568329,H,쌍문1동,127.02608027919543,37.648029450758486
521,1590,11511922,쌍문3동 제2공영주차장,서울 도봉구 쌍문동 315-62,127.029326061909,37.649246818055296,H,쌍문3동,127.02793444193848,37.64896604899964
522,1594,11511915,쌍문4동 제1공영주차장,서울 도봉구 쌍문동 137-139,127.03084114216499,37.652111557755,H,쌍문4동,127.028426823307,37.65646931555102
523,1595,7986737,쌍문3동 제1공영주차장,서울 도봉구 쌍문동 143-17,127.034684213154,37.650521156555,H,쌍문3동,127.02793444193848,37.64896604899964
524,1597,7982314,쌍문2동 1공영주차장,서울 도봉구 쌍문동 85-7,127.03365110593701,37.651292697216796,H,쌍문2동,127.03884455893696,37.65793314381363
525,1601,7983459,쌍문2동 제2공영주차장,서울 도봉구 쌍문동 81-102,127.03356586459101,37.6532496561134,H,쌍문2동,127.03884455893696,37.65793314381363
526,1604,2083046490,쌍문2동 제5공영주차장,서울 도봉구 쌍문동 715-2,127.040867514649,37.66006958899621,H,쌍문2동,127.03884455893696,37.65793314381363
527,1605,8473129,쌍문2동 제3공영주차장,서울 도봉구 쌍문동 710-4,127.038705722703,37.661191139121705,H,쌍문2동,127.03884455893696,37.65793314381363
528,1607,211340010,쌍문2동 제3공영주차장 전기차충전소,서울 도봉구 쌍문동 710-4,127.038687568743,37.661151501895105,H,쌍문2동,127.03884455893696,37.65793314381363
529,1626,1725856698,학마을도서관 주차장,서울 도봉구 방학동 446-5,127.02783058353901,37.6621600582705,H,방학3동,127.02803345792279,37.65915793982584
530,1630,20516460,방학동도깨비시장 공영주차장,서울 도봉구 방학동 632-1,127.03398801859801,37.664504599560104,H,방학2동,127.03498262310778,37.668248784248235
531,1635,11511925,방학2동 제2공영주차장,서울 도봉구 방학동 632-14,127.03356237456936,37.66563635335651,H,방학2동,127.03498262310778,37.668248784248235
532,1637,11156784,창5동 제1공영주차장,서울 도봉구 창동 690-1,127.039594202464,37.6525486242554,H,창5동,127.04358074482582,37.656298909711985
533,1638,10396768,방학1동 제1공영주차장,서울 도봉구 방학동 653-15,127.042890185753,37.669388616848394,H,방학1동,127.04067939030433,37.664235791344225
534,1639,11511926,방학1동 제2공영주차장,서울 도봉구 방학동 684-4,127.039197778212,37.665858058470995,H,방학1동,127.04067939030433,37.664235791344225
535,1640,11511966,월드상가공영주차장,서울 도봉구 방학동 720-33,127.04779039970164,37.66802625305103,H,방학1동,127.04067939030433,37.664235791344225
536,1642,10396769,방학2동 제1공영주차장,서울 도봉구 방학동 629-12,127.034646651228,37.6672325775058,H,방학2동,127.03498262310778,37.668248784248235
537,1643,11511932,방학2동 제4공영주차장,서울 도봉구 방학동 600-13,127.03728215081001,37.6700536441333,H,방학2동,127.03498262310778,37.668248784248235
538,1644,11511929,방학2동 제3공영주차장,서울 도봉구 방학2동 612-28,127.031604906272,37.668123600415605,H,방학2동,127.03498262310778,37.668248784248235
539,1645,989312102,방학2동 5공영주차장,서울 도봉구 방학동 599-7,127.039268410565,37.6708458619706,H,방학2동,127.03498262310778,37.668248784248235
540,1663,1364113481,창1동제1공영주차장 여성안심택배보관함,서울 도봉구 창동 657-37,127.037184569937,37.6471254898384,H,창1동,127.04382993743857,37.648373773131134
541,1664,110393009,쏘카존 창1동공영주차장,서울 도봉구 창동 657-37,127.03729106547637,37.64708941688101,H,창1동,127.04382993743857,37.648373773131134
542,1665,98727608,도봉문화정보도서관 주차장,서울 도봉구 창동 418,127.04376885269699,37.6446905747004,H,창1동,127.04382993743857,37.648373773131134
543,1670,1144956896,창2동 제4공영주차장 전기차충전소,서울 도봉구 창동 582-22,127.036203909287,37.6414072493768,H,창2동,127.03565438634313,37.64140651574173
544,1672,110280136,창3동 제1공영주차장 전기차충전소,서울 도봉구 창동 503-7,127.04121425205099,37.633304848906704,H,창3동,127.04294926285138,37.63814612507127
545,1673,1765169832,창동역동측공영주차장,서울 도봉구 창동 1-9,127.049610831413,37.6545909684246,H,창4동,127.04541886673523,37.659970618358386
546,1674,25621592,창동역 노상공영주차장,서울 도봉구 창동 23-1,127.04967649911235,37.65279978753753,H,창4동,127.04541886673523,37.659970618358386
547,1675,11511963,구청별관공영주차장,서울 도봉구 창동 9,127.049974275255,37.6524149421604,H,창4동,127.04541886673523,37.659970618358386
548,1676,20513723,구청별관공영주차장,서울 도봉구 창동 38,127.05251064148399,37.6431228994158,H,창4동,127.04541886673523,37.659970618358386
549,1677,241535518,노상공영주차장,서울 도봉구 창동 24,127.052050816498,37.653149246054795,H,창4동,127.04541886673523,37.659970618358386
550,1678,1078670573,구청별관 노상공영주차장,서울 도봉구 창동 9,127.050028678676,37.6524293348247,H,창4동,127.04541886673523,37.659970618358386
551,1679,20587404,창동서주차장,서울 도봉구 창동 330,127.045804078723,37.6524022193259,H,창5동,127.04358074482582,37.656298909711985
552,1680,17557499,노원구청 주차장,서울 노원구 상계동 701-1,127.056838136775,37.653965128730704,H,상계6.7동,127.06696547975842,37.65488602435384
553,1681,20514407,노원구공영주차장,서울 노원구 상계동 739-4,127.056630334703,37.6549022503473,H,상계10동,127.06027544619836,37.661261375736004
554,1682,27152950,구청사주변 노상공영주차장,서울 노원구 상계동 701-1,127.056185414567,37.6539870649954,H,상계6.7동,127.06696547975842,37.65488602435384
555,1683,27132087,주공3단지상가주변 노상공영주차장,서울 노원구 상계동 735,127.05800685000901,37.6529662712,H,상계6.7동,127.06696547975842,37.65488602435384
556,1684,20576529,주공3단지 노상공영주차장,서울 노원구 상계동 736,127.0591991428294,37.65316029114047,H,상계6.7동,127.06696547975842,37.65488602435384
557,1685,1778492517,창동역2번출구 공영주차장,서울 도봉구 창동 330,127.04566807781,37.652375242571104,H,창5동,127.04358074482582,37.656298909711985
558,1686,25621597,주공7단지옆 노상공영주차장,서울 노원구 상계동 693-5,127.06094683187422,37.656265988203714,H,상계10동,127.06027544619836,37.661261375736004
559,1687,25625557,"상계6동1,2,3단지주변노상공영주차장",서울 노원구 상계동 737,127.059410863491,37.6514987726178,H,상계6.7동,127.06696547975842,37.65488602435384
560,1703,7834806,도봉1동 제1공영주차장,서울 도봉구 도봉동 599-34,127.042480786016,37.674967631398395,H,도봉1동,127.04342152546799,37.67867932229447
561,1704,378276100,도봉1동 제2공영주차장,서울 도봉구 도봉동 132-2,127.041537067897,37.6738777824864,H,도봉1동,127.04342152546799,37.67867932229447
562,1705,25020432,도봉산공영주차장,서울 도봉구 도봉동 282-26,127.040705800366,37.687686467291,H,도봉1동,127.04342152546799,37.67867932229447
563,1706,1302118633,도봉산역공영주차장,서울 도봉구 도봉동 288-19,127.04492460326901,37.6898256573905,H,도봉1동,127.04342152546799,37.67867932229447
564,1707,1128972993,화학부대공영주차장,서울 도봉구 도봉동 132-1,127.04215055457816,37.67431453985764,H,도봉1동,127.04342152546799,37.67867932229447
565,1708,27097204,그린존 도봉산 공영주차장,서울 도봉구 도봉동 282-26,127.040655890243,37.687639633685606,H,도봉1동,127.04342152546799,37.67867932229447
566,1709,11511959,도봉2동 제2공영주차장,서울 도봉구 도봉동 639,127.04476107813404,37.67429645942454,H,도봉2동,127.04654920347146,37.66971518632491
567,1710,27217207,도봉2동제4공영주차장,서울 도봉구 도봉동 639,127.04501254857807,37.6758838891785,H,도봉2동,127.04654920347146,37.66971518632491
568,1711,27123061,도봉2동제3공영주차장,서울 도봉구 도봉동 639,127.044538086548,37.6729270550184,H,도봉2동,127.04654920347146,37.66971518632491
569,1712,11511956,법조타운 공영주차장,서울 도봉구 도봉동 624-106,127.04637270150455,37.67387057450809,H,도봉2동,127.04654920347146,37.66971518632491
570,1713,1848970243,그린존 도봉2동 4공영주차장,서울 도봉구 도봉동 639,127.045095307731,37.6758991742101,H,도봉2동,127.04654920347146,37.66971518632491
571,1714,79000324,그린존 도봉2동 2공영주차장,서울 도봉구 도봉동 623,127.04463766532801,37.6726423078159,H,도봉2동,127.04654920347146,37.66971518632491
572,1719,27097521,그린존 석계역공영주차장,서울 노원구 월계동 54-1,127.063496019186,37.6155581327842,H,월계1동,127.06300131117236,37.61989034811612
573,1720,1508435534,피플존 석계역 1번출구(석계역 공영주차장),서울 노원구 월계동 489-17,127.062621666905,37.6156162632563,H,월계1동,127.06300131117236,37.61989034811612
574,1721,9852723,월계역 주차장,서울 노원구 월계동 587,127.05882524389799,37.633122591750606,H,월계2동,127.0507448981587,37.63249204970492
575,1726,18099467,중계근린공원 공영주차장,서울 노원구 중계동 506-2,127.065568826785,37.638849302587296,H,중계2.3동,127.06873516173235,37.64211266811243
576,1727,20515862,마들스타디움 공영주차장,서울 노원구 상계동 770-2,127.057751406579,37.6450413482235,H,상계6.7동,127.06696547975842,37.65488602435384
577,1728,20513008,건영백화점 앞 공영주차장,서울 노원구 중계동 507,127.0653585021786,37.639320634282726,H,중계2.3동,127.06873516173235,37.64211266811243
578,1730,20514408,노원구공영주차장,서울 노원구 중계동 507,127.06545584645,37.6392133631416,H,중계2.3동,127.06873516173235,37.64211266811243
579,1748,1962820683,하계동 가재울 공영주차장,서울 노원구 하계동 252-6,127.073317022071,37.637316671876704,H,하계1동,127.07258146476586,37.64054625577194
580,1767,25622888,한신동성아파트 노상공영주차장,서울 노원구 하계동 256-7,127.07369731731217,37.64036897107562,H,하계1동,127.07258146476586,37.64054625577194
581,1768,20515742,등나무근린공원 공영주차장,서울 노원구 중계동 508-1,127.0675055862406,37.64061774406369,H,중계2.3동,127.06873516173235,37.64211266811243
582,1769,17561492,등나무근린공원 2공영주차장,서울 노원구 중계동 509-2,127.068012244443,37.6395903307195,H,중계2.3동,127.06873516173235,37.64211266811243
583,1770,326482790,서울시립북서울미술관 주차장,서울 노원구 중계동 508,127.0668043180713,37.64070013281158,H,중계2.3동,127.06873516173235,37.64211266811243
584,1774,25625465,유경백화점뒤 노상공영주차장,서울 노원구 중계동 364-16,127.07723335424039,37.65010273907959,H,중계본동,127.08030745681518,37.647828407074385
585,1775,25612800,신한증권앞공영주차장,서울 노원구 중계동 366-12,127.0774520751597,37.65121260657017,H,중계본동,127.08030745681518,37.647828407074385
586,1776,25620249,청구건영아파트옆 공영주차장,서울 노원구 중계동 360-4,127.07580013005354,37.65033251834633,H,중계1동,127.07748859128985,37.652547838914
587,1777,20576533,상계6동 주공1.3단지 주변 노상공영주차장,서울 노원구 상계동 765,127.061860346228,37.64819631165479,H,상계6.7동,127.06696547975842,37.65488602435384
588,1778,25612799,주공5단지옆 노상공영주차장,서울 노원구 중계동 359-16,127.07641331261075,37.65157187512561,H,중계1동,127.07748859128985,37.652547838914
589,1780,856691198,거주자 우선주차장,서울 노원구 중계동 43-1,127.08458428984899,37.6461712127089,H,중계본동,127.08030745681518,37.647828407074385
590,1803,470557944,중계4동임시주차장,서울 노원구 중계동 157-71,127.07356009901001,37.6586265774431,H,중계4동,127.0779891667362,37.65876068156527
591,1805,20589619,불암산 공영주차장,서울 노원구 중계동 산 26,127.07904594323088,37.661408863499105,H,중계4동,127.0779891667362,37.65876068156527
592,1807,20546141,상계2동공영주차장,서울 노원구 상계동 373-13,127.067638126635,37.6568353658933,H,상계2동,127.06788803339256,37.65748032538832
593,1809,1111759666,상계역서측주택가공영주차장,서울 노원구 상계동 169-409,127.07102736518401,37.6600120373396,H,상계5동,127.06940720490161,37.6629682202442
594,1810,27109149,주공6단지상가주변공영주차장,서울 노원구 상계동 723-2,127.06243392463315,37.653861389842355,H,상계6.7동,127.06696547975842,37.65488602435384
595,1819,25612880,우성아파트옆 노상공영주차장,서울 노원구 상계동,127.065548994622,37.65753931116279,H,상계2동,127.06788803339256,37.65748032538832
596,1821,27124155,당고개전철밑노상공영주차장,서울 노원구 상계동 140-257,127.07598539352024,37.66422283644372,H,상계3.4동,127.0832317470677,37.672913304688635
597,1823,25624311,주공4~6단지주변 노상공영주차장,서울 노원구 상계동 750,127.06215160462904,37.65096578062636,H,상계6.7동,127.06696547975842,37.65488602435384
598,1833,25612878,가압장앞 노상공영주차장,서울 노원구 상계동 117-6,127.07572330442386,37.666180835927356,H,상계3.4동,127.0832317470677,37.672913304688635
599,1834,20514576,당고개3번 공영주차장,서울 노원구 상계동 65-40,127.076919622013,37.6678288559171,H,상계3.4동,127.0832317470677,37.672913304688635
600,1836,25623264,당고개아래 공영주차장,서울 노원구 상계동 65-40,127.07694681333557,37.66781802641891,H,상계3.4동,127.0832317470677,37.672913304688635
601,1839,27164846,당고개위 공영주차장,서울 노원구 상계동 111-558,127.08035251111319,37.670710604249656,H,상계3.4동,127.0832317470677,37.672913304688635
602,1841,23371033,수락산역 공영주차장,서울 노원구 상계동 1268,127.055905031596,37.679041664926,H,상계1동,127.0549489044653,37.67990705367882
603,1842,27031992,수락산디자인서울거리공영주차장,서울 노원구 상계동 1121-4,127.056596146828,37.675549141158704,H,상계1동,127.0549489044653,37.67990705367882
604,1843,1532464102,노원골디자인거리공영주차장,서울 노원구 상계동 1118-90,127.0566074878518,37.675556343549296,H,상계1동,127.0549489044653,37.67990705367882
605,1855,638168677,주공11단지상가 공영주차장,서울 노원구 상계동 649,127.05785514911699,37.666302675056706,H,상계9동,127.06384145813746,37.66452825892029
606,1857,1075852329,상계2동 공영주차장 전기차충전소,서울 노원구 상계동 373-13,127.06751126076901,37.656902111232704,H,상계2동,127.06788803339256,37.65748032538832
607,1858,26333628,상계2동공영주차장 개방화장실,서울 노원구 상계동 373-13,127.067601839124,37.6568101591991,H,상계2동,127.06788803339256,37.65748032538832
608,1871,25621598,주공11단지상가뒤 노상공영주차장,서울 노원구 상계동 652-4,127.05712398823515,37.6646821671629,H,상계8동,127.05157520419306,37.666743464686554
609,1873,25612876,상계주공12단지공영주차장,서울 노원구 상계동 647-1,127.05827264282897,37.66536094478229,H,상계9동,127.06384145813746,37.66452825892029
610,1874,25612879,주공12단지상가뒤 노상공영주차장,서울 노원구 상계동 647-1,127.05824069573713,37.66508976536297,H,상계9동,127.06384145813746,37.66452825892029
611,1923,26536272,동막골 노외공영주차장,서울 노원구 상계동 31,127.08641286597,37.6752787903521,H,상계3.4동,127.0832317470677,37.672913304688635
612,1980,1688616566,진흥로 노상공영주차장,서울 은평구 역촌동 41-8,126.920263497065,37.601302734758896,H,역촌동,126.91512328956888,37.60439765517366
613,1981,1471456833,역말공동주차장,서울 은평구 역촌동 12-43,126.916524016723,37.607566533893106,H,역촌동,126.91512328956888,37.60439765517366
614,1982,18598372,불광1동 생태공원A 공영주차장,서울 은평구 불광동,126.941191999545,37.6112358165877,H,불광1동,126.9320868678149,37.61035877069879
615,1983,26536499,신사1동 공영주차장,서울 은평구 신사동 25-24,126.91390947099899,37.5963671485857,H,신사1동,126.9117699058142,37.59779273832438
616,1984,20562892,응암3동공영주차장,서울 은평구 응암동 580-4,126.91523527928499,37.5935281834675,H,응암3동,126.91573494180477,37.592245529113896
617,1985,340801307,유진상가앞노상공영주차장,서울 서대문구 홍제동 294-1,126.942994393506,37.5913365234674,H,홍은1동,126.94710825121133,37.59891667789893
618,1986,20576800,인왕시장공영노상주차장,서울 서대문구 홍제동 294-45,126.943236690362,37.5913501551191,H,홍은1동,126.94710825121133,37.59891667789893
619,1987,11512381,홍은2동 제2공영주차장,서울 서대문구 홍은동 265-170,126.931890279855,37.5874734903343,H,홍은2동,126.93422909114362,37.58015154435787
620,1988,20513687,구산동공영주차장,서울 은평구 구산동 199-11,126.912721571728,37.612897637904204,H,구산동,126.91037618652634,37.61175703033078
